MTL : Added flight: Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=20] at Sun Oct 09 20:13:59 EDT 2016
MTL : Added flight: Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=25] at Sun Oct 09 20:13:59 EDT 2016
MTL : Added flight: Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=50] at Sun Oct 09 20:13:59 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=19], bookingDate=Sun Oct 09 20:14:13 EDT 2016] at Sun Oct 09 20:14:13 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=19], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=18], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=17], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=16], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=15], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=14], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=13], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=12], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=11], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=10], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=9], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=8], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=7], bookingDate=Sun Oct 09 20:14:14 EDT 2016] at Sun Oct 09 20:14:14 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=6], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=5], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=4], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=3], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=2], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=1], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=0], bookingDate=Sun Oct 09 20:14:15 EDT 2016] at Sun Oct 09 20:14:15 EDT 2016
MTL : Added flight: Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=20] at Sun Oct 09 20:15:16 EDT 2016
MTL : Added flight: Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=25] at Sun Oct 09 20:15:16 EDT 2016
MTL : Added flight: Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=50] at Sun Oct 09 20:15:16 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=19], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=18], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=17], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=16], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=15], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=14], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=13], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=12], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=11], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=10], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=9], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=8], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=7], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=6], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=5], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=4], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=3], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=2], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=1], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=0, flightClass=First, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=20, availableSeats=0], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=24], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=23], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=22], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=21], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=20], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=19], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=18], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=17], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=16], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=15], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=14], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=13], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=12], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=11], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=10], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=9], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=8], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=7], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=6], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=5], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=4], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=3], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=2], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=1], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=1, flightClass=Business, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=25, availableSeats=0], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=49], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=48], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=47], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=46], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=45], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=44], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=43], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=42], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=41], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
MTL : Successfully booked PassengerRecord: PassengerRecord [passenger=Person [firstName=John, lastName=Doe], flight=Flight [recordId=2, flightClass=Economy, destination=City [name=Washington, acronym=WST], date=Mon Oct 17 00:00:00 EDT 2016, seats=50, availableSeats=40], bookingDate=Sun Oct 09 20:15:22 EDT 2016] at Sun Oct 09 20:15:22 EDT 2016
